Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
amp_std,0.052796244643998756,0.057606017233560285,0.8495240247073906,2,0.11252466187564145,0.11252466187564145,21.09375,4.074626324551879,0.29336283750309633,0.3780339484705098,91.33894581102032
amp_max,0.03604205013798362,0.056836308139949956,0.8269736762827116,6,0.09370664727571006,0.04079944726297602,33.984375,4.653710002857777,0.5763599722731145,0.9477556638630298,42.56635978839728
phase_std,0.04324334354431361,0.0626642739322825,1.0052636742297956,5,0.0915280395943336,0.04270405048907056,37.5,4.319744755119168,0.40304601011890345,0.6952057621581483,61.2756597845968
i_mean,0.018268519171576274,0.03231079419843595,0.2672607799638227,5,0.04923941818195382,0.035338625548083875,52.734375,4.388644136106214,0.38813569447995266,0.5970519956533833,10.9359509111669
q_mean,0.011147494871784937,0.017307840174036367,0.07668770086143671,7,0.0256351402320535,0.013835408358749999,40.234375,5.678620592720565,0.9073497978011299,1.1808045979955684,4.071801380531059
amp_mean,0.027526181729496724,0.05053573328529619,0.6537882467027438,8,0.07086565124067261,0.03040226274308868,51.5625,4.316656594214345,0.41894870190872446,0.7312057544934644,24.827973659031056
amp_std,0.051113939722084945,0.05715191556695673,0.8361834119609731,1,0.1742640637543307,0.1742640637543307,18.75,5.144362797079331,0.7086874099314305,1.072877798697791,85.60960758204368
amp_max,0.08525694592131722,0.12342305906409293,3.899712386237074,4,0.18169110404185407,0.14331198555661123,37.109375,4.061007263474421,0.3197338816985843,0.45253158086276024,238.18226816985919
phase_std,0.019940134442059818,0.03209371333075113,0.2636816474512468,4,0.04068185099011193,0.024272590216154525,46.875,5.137279049284318,0.7289723348427123,1.057154166415821,13.02870281870069
i_mean,0.01663144426769718,0.029407093472223686,0.22138294949992982,4,0.047429682312356204,0.038543232124369775,49.21875,5.346051773940762,0.8172007659340476,1.1273053059898985,9.063624380361075
q_mean,0.013336519884334635,0.01892378338586634,0.09167605187460887,6,0.028927788672136034,0.015846053955056765,35.546875,4.804892988958514,0.5651266232903649,0.9137424180653295,5.828184229047153
amp_mean,0.04192612069521315,0.06128645878986104,0.9615436879363418,4,0.09308316788509689,0.07285363431818676,35.546875,4.6066140495846915,0.5176427134155889,0.8694071293369967,57.59939565728823
amp_std,0.05216741306014146,0.06103279225711069,0.9536004430591054,2,0.14093883892026576,0.13885922436131395,22.65625,4.053811910134268,0.301447948097034,0.3827851801400126,89.17611188716468
amp_max,0.0974364613063529,0.15840305212130026,6.4234308918639025,4,0.2542575572616289,0.23403239023756314,50.390625,4.384392455150062,0.41785748367715064,0.6092489927067808,311.09480060345004
